Dataset,Treatment,Classifier,'Sample ID','True Positive','False Positive','True Negative','False Negative',Precision,AUC,Kappa
xalan_UNDERSAMPLED_94.csv,UNDERSAMPLED,'RANDOM FOREST',_94,0.751244,0.261194,0.738806,0.248756,0.742015,0.829144,0.49005
xalan_UNDERSAMPLED_43.csv,UNDERSAMPLED,'RANDOM FOREST',_43,0.761194,0.2699,0.7301,0.238806,0.738239,0.833617,0.491294
xalan_UNDERSAMPLED_57.csv,UNDERSAMPLED,'RANDOM FOREST',_57,0.776119,0.262438,0.737562,0.223881,0.747305,0.843987,0.513682
xalan_UNDERSAMPLED_56.csv,UNDERSAMPLED,'RANDOM FOREST',_56,0.764925,0.266169,0.733831,0.235075,0.741858,0.839749,0.498756
xalan_UNDERSAMPLED_42.csv,UNDERSAMPLED,'RANDOM FOREST',_42,0.75995,0.276119,0.723881,0.24005,0.733493,0.836649,0.483831
xalan_UNDERSAMPLED_95.csv,UNDERSAMPLED,'RANDOM FOREST',_95,0.782338,0.25,0.75,0.217662,0.757831,0.849101,0.532338
xalan_UNDERSAMPLED_81.csv,UNDERSAMPLED,'RANDOM FOREST',_81,0.763682,0.256219,0.743781,0.236318,0.74878,0.839959,0.507463
xalan_UNDERSAMPLED_97.csv,UNDERSAMPLED,'RANDOM FOREST',_97,0.757463,0.271144,0.728856,0.242537,0.736397,0.832979,0.486318
xalan_UNDERSAMPLED_83.csv,UNDERSAMPLED,'RANDOM FOREST',_83,0.761194,0.256219,0.743781,0.238806,0.748166,0.839793,0.504975
xalan_UNDERSAMPLED_54.csv,UNDERSAMPLED,'RANDOM FOREST',_54,0.778607,0.263682,0.736318,0.221393,0.747017,0.845792,0.514925
xalan_UNDERSAMPLED_40.csv,UNDERSAMPLED,'RANDOM FOREST',_40,0.761194,0.276119,0.723881,0.238806,0.733813,0.832872,0.485075
xalan_UNDERSAMPLED_68.csv,UNDERSAMPLED,'RANDOM FOREST',_68,0.761194,0.268657,0.731343,0.238806,0.73913,0.833555,0.492537
xalan_UNDERSAMPLED_69.csv,UNDERSAMPLED,'RANDOM FOREST',_69,0.763682,0.268657,0.731343,0.236318,0.739759,0.838871,0.495025
xalan_UNDERSAMPLED_41.csv,UNDERSAMPLED,'RANDOM FOREST',_41,0.773632,0.248756,0.751244,0.226368,0.756691,0.841685,0.524876
xalan_UNDERSAMPLED_55.csv,UNDERSAMPLED,'RANDOM FOREST',_55,0.778607,0.254975,0.745025,0.221393,0.753309,0.852943,0.523632
xalan_UNDERSAMPLED_82.csv,UNDERSAMPLED,'RANDOM FOREST',_82,0.762438,0.25995,0.74005,0.237562,0.745742,0.843839,0.502488
xalan_UNDERSAMPLED_96.csv,UNDERSAMPLED,'RANDOM FOREST',_96,0.771144,0.258706,0.741294,0.228856,0.748792,0.845453,0.512438
xalan_UNDERSAMPLED_92.csv,UNDERSAMPLED,'RANDOM FOREST',_92,0.778607,0.257463,0.742537,0.221393,0.751501,0.850214,0.521144
xalan_UNDERSAMPLED_86.csv,UNDERSAMPLED,'RANDOM FOREST',_86,0.776119,0.262438,0.737562,0.223881,0.747305,0.84409,0.513682
xalan_UNDERSAMPLED_79.csv,UNDERSAMPLED,'RANDOM FOREST',_79,0.763682,0.261194,0.738806,0.236318,0.745146,0.831,0.502488
xalan_UNDERSAMPLED_51.csv,UNDERSAMPLED,'RANDOM FOREST',_51,0.766169,0.264925,0.735075,0.233831,0.743064,0.840548,0.501244
xalan_UNDERSAMPLED_45.csv,UNDERSAMPLED,'RANDOM FOREST',_45,0.7699,0.258706,0.741294,0.2301,0.748489,0.844372,0.511194
xalan_UNDERSAMPLED_44.csv,UNDERSAMPLED,'RANDOM FOREST',_44,0.781095,0.257463,0.742537,0.218905,0.752096,0.84648,0.523632
xalan_UNDERSAMPLED_50.csv,UNDERSAMPLED,'RANDOM FOREST',_50,0.771144,0.2699,0.7301,0.228856,0.740741,0.847009,0.501244
xalan_UNDERSAMPLED_78.csv,UNDERSAMPLED,'RANDOM FOREST',_78,0.772388,0.263682,0.736318,0.227612,0.745498,0.843781,0.508706
xalan_UNDERSAMPLED_87.csv,UNDERSAMPLED,'RANDOM FOREST',_87,0.762438,0.274876,0.725124,0.237562,0.735012,0.838488,0.487562
xalan_UNDERSAMPLED_93.csv,UNDERSAMPLED,'RANDOM FOREST',_93,0.789801,0.262438,0.737562,0.210199,0.750591,0.846716,0.527363
xalan_UNDERSAMPLED_85.csv,UNDERSAMPLED,'RANDOM FOREST',_85,0.779851,0.251244,0.748756,0.220149,0.756333,0.846617,0.528607
xalan_UNDERSAMPLED_91.csv,UNDERSAMPLED,'RANDOM FOREST',_91,0.768657,0.253731,0.746269,0.231343,0.751825,0.843223,0.514925
xalan_UNDERSAMPLED_46.csv,UNDERSAMPLED,'RANDOM FOREST',_46,0.764925,0.2699,0.7301,0.235075,0.739183,0.83853,0.495025
xalan_UNDERSAMPLED_52.csv,UNDERSAMPLED,'RANDOM FOREST',_52,0.761194,0.263682,0.736318,0.238806,0.742718,0.829418,0.497512
xalan_UNDERSAMPLED_53.csv,UNDERSAMPLED,'RANDOM FOREST',_53,0.762438,0.263682,0.736318,0.237562,0.74303,0.84318,0.498756
xalan_UNDERSAMPLED_47.csv,UNDERSAMPLED,'RANDOM FOREST',_47,0.783582,0.273632,0.726368,0.216418,0.741176,0.846163,0.50995
xalan_UNDERSAMPLED_90.csv,UNDERSAMPLED,'RANDOM FOREST',_90,0.783582,0.253731,0.746269,0.216418,0.755396,0.845802,0.529851
xalan_UNDERSAMPLED_84.csv,UNDERSAMPLED,'RANDOM FOREST',_84,0.782338,0.246269,0.753731,0.217662,0.76058,0.852858,0.53607
xalan_SMOTE_70.csv,SMOTE,'RANDOM FOREST',_70,0.819103,0.192502,0.807498,0.180897,0.809149,0.900701,0.626587
xalan_SMOTE_64.csv,SMOTE,'RANDOM FOREST',_64,0.821997,0.188176,0.811824,0.178003,0.813171,0.904614,0.633809
xalan_SMOTE_58.csv,SMOTE,'RANDOM FOREST',_58,0.825615,0.191781,0.808219,0.174385,0.810945,0.90149,0.633814
xalan_SMOTE_59.csv,SMOTE,'RANDOM FOREST',_59,0.829957,0.193223,0.806777,0.170043,0.810601,0.90631,0.636706
